player_name,CT_list,lowest_price,second_lowest_price,lowest_to_second_ratio,price_gap,lowest_seller,lowest_title,lowest_item_web_url,lowest_item_id,second_seller,second_title,second_item_web_url,second_item_id
Dane Myers,Sandglitter,2.58,6.64,0.388554,4.06,sportscardsforall,2025 Topps Update Series DANE MYERS Sandglitter -MIAMI MARLINS- #US228,,,comc_consignment,2025 Topps Update Sandglitter Dane Myers #US228 4d5,,
Steven Matz,Independence Day 76,35.0,90.0,0.388889,55.0,bao1108,2025 Topps Update Baseball MLB Cardinals Steven Matz Independence Day /76,,,robink1452,Steven Matz 2025 Topps Update Series - Independence Day /76,,
Justin Steele,Gold 50,13.49,34.49,0.391128,21.0,jakemetivier78,2025 Topps Update Justin Steele Gold Rainbow Foil Parallel /50 #US248 Cubs,,,ryanmn16,2025 Topps Update Gold Rainbow Foil Justin Steele #US248 Chicago Cubs /50,,
James Wood,Diamante,3.0,7.54,0.397878,4.54,arthurscardsandcollectibles,2025 Topps Update James Wood Rookie Debut Diamante RC #US218 Nationals,,,westwiscosportscards,2025 Topps Update James Wood #US218 ROOKIE DEBUT Pink Diamante Foil RC Nationals,,
Jonathan Bermúdez,Gold 2025,1.99,4.99,0.398798,3.0,mrgames123,2025 Topps Update #US144 Jonathan Bermúdez Gold #1676/2025 Rookie,,,pwe_warehouse,2025 Topps Update #US144 Jonathan Bermúdez Gold /2025 RC Miami Marlins Rookie,,
Walker Buehler,Purple Rainbow,2.69,6.74,0.39911,4.05,goldcrowncards,2025 Topps Update Walker Buehler Purple Holo Foil #/250 #US103 Boston Red Sox,,,cardgrenade,2025 Topps Update #US103 Walker Buehler Boston Red Sox Purple Holo Foil /250,,
Ryan Bergert,Sandglitter,0.99,2.48,0.399194,1.49,collectorsedge67,Ryan Bergert 2025 Topps Update Sandglitter #US295 San Diego Padres,,,2gssportscards,"2025 Topps Update, Ryan Bergert, US295, RC, Sand Glitter, San Diego Padres",,
Griffin Canning,Purple Rainbow,1.79,4.48,0.399554,2.69,bensouthsportscards,2025 Topps Update #US40 Griffin Canning Purple Holo Foil #/250,,,delli-steve,2025 Topps Update Series Griffin Canning #US40 Purple Holo Foil 248/250 METS!,,
Mike Tauchman,Photo Variation,11.24,27.98,0.401716,16.74,its4salehere90,2025 Topps Update MIKE TAUCHMAN True Photo Variation #US43  White Sox,,,chrisbrown80,2025 Topps update - Mike Tauchman US43 True Photo,,
James Wood,Base Rainbow,1.74,4.31,0.403712,2.57,muck1201,2025 Topps Update Rainbow Foil Rookie Debut - #US218 James Wood (RC) Nationals,,,ntxvintage,2025 Topps Update James Wood #US218 Rookie Debut Rainbow Foil Nationals RC,,
Brooks Lee,SSP,55.54,136.98,0.405461,81.44,des_cards,2025 Topps Update - Brooks Lee Rookie Heavy Lumber HL-66 RC Twins SSP,,,ricwalr0,2025 Topps Update SSP Brooks Lee RC Halloween Parallel 1/5,,
Ryan Rolison,Gold 50,6.11,15.0,0.407333,8.89,jctiger1986,2025 Topps Update #US124 Ryan Rolison Gold Holo Foil #/50,,,cm8sportscards,2025 Topps Update Ryan Rolison Gold Foil Rookie Card /50,,
Yoán Moncada,Base Rainbow,1.79,4.39,0.407745,2.6,kidults_collectibles,2025 Topps Update Yoán Moncada US24 Rainbow Foil,,,comc_consignment,2025 Topps Update Rainbow Foil Yoan Moncada Yoán Moncada #US24 tw0,,
Mike Tauchman,Diamante,2.48,6.05,0.409917,3.57,clayscards86,2025 Topps Update Series - Mike Tauchman #US43 Diamante Foil,,,bentleybadgerenterprises,2025 Topps Update - Mike Tauchman #US43  Pink Diamante Foil White Sox,,
Colton Gordon,Base Rainbow,1.84,4.48,0.410714,2.64,pskell02,2025 Topps Update Colton Gordon #US157 Rainbow Foil,,,gummyratz,2025 Topps Update Colton Gordon Rainbow Foil,,
JoJo Romero,Gold 50,8.6,20.74,0.414658,12.14,midtnbreaks1,2025 Topps Update Jojo Romero Gold Rainbow Foil /50! #US346,,,cardgrenade,2025 Topps Update #US346 JoJo Romero Cardinals Gold foil /50,,
Santiago Espinal,Green Foil,4.99,12.0,0.415833,7.01,berniescardlab,2025 Topps Update-Santiago Espinal Green Holo Foil /99 SP #US150 Cincinnati Reds,,,legendary.kicks4sale,2025 TOPPS Update Cincinnati Reds Santiago Espinal Green Holo Foil /99 US150,,
Kyle Hendricks,Blue Rainbow,2.67,6.41,0.416537,3.74,josnic-9149,2025 Topps Update Kyle Hendricks Blue Holo Foil  #’d /150  #US136,,,comc_consignment,2025 Topps Update Blue Rainbow Foil 68/150 Kyle Hendricks #US136 0qm1,,
Marcell Ozuna / Ozzie Albies,Gold 2025,2.5,5.99,0.417362,3.49,twin-city-fanaddicts,2025 Topps Update #US229 Marcell Ozuna / Ozzie Albies Gold #/2025,,,mikeocardshop,2025 Topps Update Gold Parallel Ozzie Albies/Marcell Ozuna 386/2025 Braves,,
Santiago Espinal,Gold 50,4.68,11.2,0.417857,6.52,csdym-30,2025 Topps Update Santiago Espinal Gold Refractor /50 Reds,,,jekk_cards,2025 Topps Update #US150 Santiago Espinal Gold Holo Foil #/50,,
Victor MESA JR.,Green Foil,4.68,11.19,0.418231,6.51,brushing23,2025 Topps Update Victor Mesa JR RC Miami Marlins Green Rainbow Foil  46/99,,,rengo20,2025 Topps Update Series - Victor Mesa Jr RC #US220 - Green Rainbow Foil #'d /99,,
Chase Petty,1990,3.75,8.89,0.421822,5.14,gregziecker,Chase Petty Rookie 2025 Topps Update Series 1990 Silver Pack Mojo #U90C-89 Reds,,,bowman1235,2025 Topps Update Series -1990 Mojo Refractor Chase Petty Blue /250 U90C-89 Reds,,
Evan Sisk,Green Foil,4.24,9.99,0.424424,5.75,anngu6253,2025 Topps Update Evan Sisk Green Foil /99 Rookie RC Kansas City Royals,,,alviful0,2025 Topps Update Evan Sisk Green Holo Foil RC 30/99 - Kansas City Royals,,
Michael Lorenzen,Red 5,20.73,48.72,0.425493,27.99,ctxcardshop,2025 Topps Update Michael Lorenzen Red Refractor 2/5 Kansas City Royals READ,,,thesteinie,2025 Topps Update Series Michael Lorenzen Red Holo Foil #2/5,,
Dane Myers,Blue Rainbow,3.83,9.0,0.425556,5.17,rkchasingvb,2025 Topps Update #US228 Dane Myers Blue Rainbow Foil #/150,,,nerdysportsgirl24,2025 Topps Update Dane Myers Blue Rainbow Foil 87/150 #US228 Miami Marlins,,
David Morgan,Diamante,2.03,4.73,0.429175,2.7,tommypgoods,2025 Topps Update Series - Diamante Foil #US348 David Morgan (RC),,,e-deals-usa,2025 Topps Update #US348 David Morgan Pink Diamante Foil,,
Jack O'Loughlin,Orange Black,1.98,4.57,0.43326,2.59,shuttershotx,2025 Topps Update Series - Jack O'Loughlin #US215 Orange & Black RC,,,comc_consignment,2025 Topps Update Holiday Orange & Black Foil Jack O'Loughlin #US215 9hr,,
Spencer Schwellenbach,Black 10,129.99,300.0,0.4333,170.01,jalac-7403,2025 Topps Update Spencer Schwellenbach RC Rising Rookie Black Relic 10/10,,,bao1108,2025 Topps Update Baseball MLB RC Spencer Schwellenbach Debut Black Foil /10,,
Yaramil Hiraldo,Green Foil,5.32,12.25,0.434286,6.93,tntitan34,2025 Topps Update Yaramil Hiraldo #US210 Green Rainbow Foil 53/99 Orioles (RC),,,southbg,2025 Topps Update Yaramil Hiraldo #US210 Green Holo /99 Orioles ￼,,
Anthony Banda,Purple Rainbow,5.54,12.75,0.43451,7.21,comc_consignment,2025 Topps Update Purple Rainbow Foil /250 Anthony Banda #US132 13t3,,,caughtupintheskycards,2025 Topps Update Anthony Banda Purple Foil #131/250 Los Angeles Dodgers,,
Jack Leiter,Blue Rainbow,5.99,13.75,0.435636,7.76,netbatsmurf,Jack Leiter 2025 Topps Update Blue Rainbow Foil #US165 148/150 Texas Rangers,,,caughtupintheskycards,2025 Topps Update Jack Leiter Blue Foil #127/150 Rangers Color Match,,
Paul DeJong,Green Foil,3.59,8.15,0.440491,4.56,jemclau5287,2025 Topps Update Paul DeJong Green Foil /99 #US101 Nationals,,,dugout21f,2025 Topps Update Green Rainbow Foil #US101 Paul DeJong /99 - NM-MT,,
Jacob Wilson,Black 10,134.98,306.0,0.441111,171.02,mikescardshack2,2025 Topps Update Jacob Wilson RC Relic BLACK #’D 5/10 Jersey Match,,,doctorboomtubescomics,2025 Topps Update Jacob Wilson Rookie Black Holofoil 03/10 US180,,
Ryan Miller,Gold 50,10.14,22.98,0.441253,12.84,comc_consignment,2025 Topps Update Gold Rainbow Foil /50 Ryan Miller #US317 13t3,,,3dtrading,2025 Topps Update RYAN MILLER RC Rookie Gold Foil /50 #US317 Detroit Tigers,,
Colin Rea,Purple Rainbow,2.87,6.5,0.441538,3.63,gq_cards,2025 Topps Update #US335 Colin Rea Purple Rainbow Foil #/250,,,brannonscards,2025 Topps Update Colin Rea 237/250 Purple Holo Foil #US335 Chicago Cubs,,
CJ Alexander,Purple Rainbow,1.99,4.5,0.442222,2.51,sports_cards_lounge,2025 Topps Update Series - CJ Alexander #US143 Purple Rainbow Foil /250 (RC),,,axle_premiumsportscards,CJ Alexander Rookie 2025 Topps Update Purple /250 Athletics,,
Craig Yoho,Gold 2025,3.98,8.99,0.442714,5.01,justisetter0,2025 Topps Update Series - Craig Yoho #US261 Gold /2025 (RC),,,jimandstevescardstwo,CRAIG YOHO 2025 TOPPS UPDATE SERIES #US261 GOLD RC /2025 MILWAUKKE BREWERS,,
Tsung-Che Cheng,Chrome,1.99,4.49,0.443207,2.5,tmgrnzx9r,2025 Topps Update Chrome TSUNG-CHE CHENG Prism Refractor Rookie Card USC74,,,blaster2700,"2025 Topps Update Chrome - Tsung-Che Cheng, Tsung-Che Cheng #usc74 (RC)",,
Josh Naylor,Blue Rainbow,4.0,9.0,0.444444,5.0,wamacollectibles,2025 Topps Update Series Josh Naylor Blue Foil /150 Arizona Diamondbacks,,,nerdysportsgirl24,2025 Topps Update Josh Naylor Blue Rainbow Foil 52/150 #US110 Diamondbacks,,
Hyeseong Kim,Orange 25,55.98,125.0,0.44784,69.02,lacardsmith16,2025 TOPPS UPDATE HYESEONG KIM RC ORANGE FOIL PARALLEL /25 LA DODGERS ROOKIE,,,diamonddentrading,2025 Topps Update Hyeseong Kim Rookie Debut US312 Orange Holo Refractor 7/25,,
Caden Dana,Orange Black,2.25,5.0,0.45,2.75,garygunner,2025 Topps Update Halloween Orange and Black Foil #US187 Caden Dana,,,promoments34,2025 Topps Update Caden Dana  Orange & Black  Rookie Debut & Rookie Debut Angels,,
Brandon Young,Green Foil,4.5,9.99,0.45045,5.49,wncardcollectors,2025 Topps Update Series Brandon Young #US97 Green Holofoil /99 (RC),,,saratogasportscardco,Brandon Young Rookie 2025 Topps Update Green Holo Foil #/99 #US97 Orioles,,
Connor Joe,Independence Day 76,4.73,10.49,0.450906,5.76,foulpolecards,2025 Topps Update Series #US58 Connor Joe - Independence Day – 62/76,,,dadanddaughterscards,2025 Topps Update Connor Joe #US58 Independence Day /76 REDS,,
Hyeseong Kim,Gold 2025,4.26,9.39,0.453674,5.13,sammyocards,2025 Topps Update Hyeseong Kim Gold /2025 La Dodgers #US312,,,metssftf,HYESEONG KIM RC 2025 Topps Update /2025 Gold Border #US312 Dodgers RC Debut,,
Travis Jankowski,Purple Rainbow,2.98,6.5,0.458462,3.52,islayhaveanother,2025 Topps Update Travis Jankowski #US74 Purple Rainbow Foil /250,,,siusc-1054,2025 Topps Update Travis Jankowski Purple Rainbow Foil /250 US74 New York Mets,,
Zebby Matthews,Gold 50,8.49,18.48,0.459416,9.99,zillarips,2025 Topps Update - Zebby Matthews (RC) - Rookie Debut - Gold Foil 32/50 #US37,,,mrjcg11,2025 Topps Update GOLD RAINBOW FOIL /50 Zebby Matthews RC #US37 Twins,,
Chase Meidroth,Green Foil,6.35,13.82,0.459479,7.47,juliom_401,2025 Topps Update Series Chase Meidroth RC Silver Pack Mojo Green Refractor /99,,,soimacynic,2025 Topps Update Series - Chase Meidroth #US337 Green Holofoil /99 (RC),,
Derek Hill,Green Foil,1.84,3.99,0.461153,2.15,millertimecards96,2025 Topps Update Derek Hill #US305 Green Rainbow Foil /99 Marlins,,,huddlecards,2025 Topps Update #US305 Derek Hill Green Holo Foil #/99 - Free Shipping,,
Eric Orze,Sandglitter,2.36,5.11,0.46184,2.75,sportcardplus,2025 Topps Update Eric Orze RC Sandglitter #US212 Rays True Rookie,,,dude-store,2025 Topps Update Sand Glitter - Eric Orze #US212 *RC* - Tampa Bay Rays,,
Christian Koss,Sandglitter,2.31,5.0,0.462,2.69,blainsampl-0,2025 Topps Update Series - Christian Koss #US174 Sandglitter (RC),,,elevass23,2025 Topps Update Christian Koss Silver Foil Sandglitter #US174 - Giants,,
nan,Black 10,36.49,78.75,0.463365,42.26,shivelycore,2025 Topps Update Luis Urias  Black Rainbow Foil 1/10 A's,,,izzycollex,-2025 Topps Update Series #US289 Rafael Marchan /10 Black Phillies,,
Spencer Schwellenbach,Chrome,1.85,3.99,0.463659,2.14,stones1341,2025 TOPPS UPDATE CHROME - #USC132 SPENCER SCHWELLENBACH - ROOKIE X FACTOR.,,,packhog,Spencer Schwellenbach 2025 Topps Update Chrome Sepia RC Rookie Debut USC132,,
Willie MacIver,Diamante,1.79,3.85,0.464935,2.06,dbacks_61,2025 Topps Update Series - Willie MacIver #US79 Diamante Foil (RC),,,texasbeanman,WILLIE MacIVER 2025 Topps Update #US79 Pink Diamante Foil RC Athletics Rookie,,
Ramón Laureano,Blue Rainbow,2.99,6.41,0.466459,3.42,cascadia-sports-cards,Ramón Laureano 2025 Topps Update Blue Rainbow Foil #US171 #/150,,,comc_consignment,2025 Topps Update Blue Rainbow Foil /150 Ramon Laureano Ramón #US171 14dq,,
Hunter Dobbins,Independence Day 76,44.49,95.0,0.468316,50.51,mattyh311,2025 Topps Update Hunter Dobbins RC “Independence Day”  18/76 Red Sox SP US257,,,caughtupintheskycards,2025 Topps Update Hunter Dobbins RC “Independence Day”  #05/76 Red Sox,,
Matthew Liberatore,Orange 25,21.31,45.5,0.468352,24.19,cm8sportscards,MATTHEW LIBERATORE 2025 TOPPS UPDATE SERIES ORANGE FOIL CARDINALS /25 Q6027,,,pips2331,2025 Topps Update MATTHEW LIBERATORE Orange #9/25 Cardinals #US185,,
Griffin Canning,Orange Black,2.25,4.8,0.46875,2.55,garygunner,2025 Topps Update Halloween Orange and Black Foil #US40 Griffin Canning,,,jaymartcards,2025 Topps Update Halloween Orange  Black Foil Pumpkins #US40 Griffin Canning SP,,
Bryan De La Cruz,Green Foil,2.69,5.73,0.469459,3.04,homeplateosky,2025 Topps Update Bryan De La Cruz Green Holo Foil #/99 #US234,,,tremp1977,2025 Topps Update #US234 Bryan De La Cruz Green HoloFoil /99 New York Yankees,,
Gavin Sheets,Purple Rainbow,1.79,3.81,0.469816,2.02,jojbreak,2025 Topps Update #US225 Gavin Sheets Purple Rainbow Foil San Diego Padres /250,,,michmill.3cgtq,Gavin Sheets 2025 Topps Update 050/250 Purple Foil Parallel #US225 Padres,,
Bryan De La Cruz,Photo Variation,9.18,19.45,0.471979,10.27,bob1981,2025 TOPPS UPDATE BRYAN DE LA CRUZ TRUE PHOTO VARIATION #US234 YANKEES,,,arrc-cards,Bryan De La Cruz - True Photo Variation - 2025 Topps Update #US234 NY Yankees,,
Michael Soroka,Sandglitter,1.89,4.0,0.4725,2.11,bassmanray03,2025 Topps Update #US347 Michael Soroka Sandglitter,,,dadandkidsbaseballbreaks,MICHAEL SOROKA 2025 TOPPS UPDATE SAND GLITTER PARALLEL NATIONALS,,
Mike Vasil,Blue Rainbow,7.09,14.99,0.472982,7.9,calicardsandmore,MIKE VASIL 2025 Topps Update BLUE FOIL ROOKIE RC 131/150 White Sox US219,,,bjh_sales,2025 Topps Update MIKE VASIL Rookie Blue Foil White Sox Rookie RC 115/150,,
Jack O'Loughlin,Sandglitter,2.0,4.2,0.47619,2.2,x2jzka,2025 Topps Update Jack O'Loughlin #US215 - Sandglitter,,,mrscrapstradingcards,2025 Topps Update #US215 Jack O'Loughlin Sandglitter,,
David Morgan,Sandglitter,1.5,3.15,0.47619,1.65,camsto11,2025 Topps Update Series - David Morgan #US348 Sandglitter,,,seoptinc,2025 Topps Update David Morgan RC Sandglitter #US348,,
Caleb Freeman,Orange Black,1.66,3.48,0.477011,1.82,baseballkardsshop,Caleb Freeman HOLIDAY BLACK ORANGE FOIL RC 2025 Topps Update #US253 White Sox,,,diem35,Caleb Freeman 2025 Topps Update Black Orange RC Whitesox,,
Matthew Liberatore,Blue Rainbow,3.0,6.28,0.477707,3.28,bdsportscards760,Matthew Liberatore 2025 Topps Update #US185 BLUE RAINBOW FOIL /150 Cardinals,,,dc24,2025 Topps Update MATTHEW LIBERATORE #/150 BLUE HOLO FOIL Cardinals US185,,
Bryan King,Purple Rainbow,2.54,5.31,0.478343,2.77,railroadbedcards,2025 Topps Update Series - Bryan King #US183 Purple Rainbow Foil 070/250 (RC),,,mostarcollectibles,2025 Topps Update Baseball - Bryan King Rookie #US183 (Purple Foil /250),,
Hyeseong Kim,Black 10,46.99,97.98,0.479588,50.99,jetsfool24,2025 Topps Update Hyeseong Kim Rising Rookies Relic Black /10 #RRR-HK *READ*,,,lacardsmith16,2025 Topps Update Series Hyeseong Kim Black Rainbow Holofoil RC /10 #U90-13,,
Caleb Freeman,Purple Rainbow,2.87,5.98,0.479933,3.11,ri_fashions,2025 Topps Update Caleb Freeman Purple Holo Foil 089/250 RC,,,generalstore1951,2025 Topps Update RC Caleb Freeman 023/250 Chicago White Sox Purple Foil...,,
Fernando Cruz,Holiday Jackolantern,6.95,14.48,0.479972,7.53,tc999,"2025 Topps Update Series - Fernando Cruz, NY Yankees Jack-O'-Lantern Foil US163",,,ledsimpson,2025 Topps Update Holiday Jack O'Lantern Fernando Cruz US163 Yankees,,
Jeff Hoffman,Purple Rainbow,1.99,4.12,0.48301,2.13,miiv5891,2025 Topps Update Jeff Hoffman Blue Jays Purple Parallel #246/250 NM/MT See Scan,,,jctiger1986,2025 Topps Update #US9 Jeff Hoffman Purple Holo Foil #/250,,
Eric Yang,Holiday Mummy,14.48,29.95,0.483472,15.47,delli-steve,2025 Topps Update Eric Yang RC Holiday Mummy #/50 Cincinnati Reds SP,,,aimhighcollectibles,Eric Yang 2025 Topps Update #US168 Holiday Mummy #/50 Cincinnati Reds Rookie,,
Andrés Giménez,Gold 2025,1.99,4.11,0.484185,2.12,99sportscards,2025 Topps Update #US75 Andrés Giménez Gold #/2025,,,jctiger1986,2025 Topps Update #US75 Andrés Giménez Gold #/2025,,
Matthew Liberatore,Purple Rainbow,1.99,4.1,0.485366,2.11,hotcorner06,Matthew Liberatore 2025 Topps Update Purple Holo Foil /250 SP Cardinals #US185,,,midtnbreaks1,2025 Topps Update Series - Matthew Liberatore #US185 Purple Rainbow Foil /250,,
Robert Garcia,Gold 50,15.0,30.9,0.485437,15.9,ronopus,Robert Garcia 2025 Topps Update #US329 Gold Foil SP Insert 04/50,,,meach27,2025 Topps Update - Robert Garcia - Gold Foil Parallel /50 - Rangers #US329,,
Tommy Pham,Orange Black,1.94,3.99,0.486216,2.05,cwerb17,2025 Topps Update HOLIDAY ORANGE BLACK #US266 Tommy Pham Pittsburgh Pirates,,,dade-5658,2025 Topps Update -#US266 - Black Orange Parallel - Tommy Pham - Pirates + Base,,
Michael Petersen,Blue Rainbow,2.89,5.94,0.486532,3.05,jbssportsandcollectables,2025 Topps Update Michael Petersen Rookie RC Blue Holo Foil #ed 123/150,,,edclay,2025 Topps Update Blue Foil Michael Petersen RC 44/150 Miami Marlins,,
Hunter Dobbins,Orange Black,1.7,3.49,0.487106,1.79,junk_wax_junkie,2025 Topps Update Series - Hunter Dobbins #US257 Holiday Orange & Black Foil...,,,flabbergasted4823,Hunter Dobbins | 2025 Topps Update | #US257 Orange Holiday Parallel (RC),,
Braydon Fisher,Purple Rainbow,4.88,10.0,0.488,5.12,bucsco78_1,2025 Topps Update Series Baseball Purple Foil /250 Braydon Fisher RC Blue Jays,,,junk_wax_junkie,2025 Topps Update Series - Braydon Fisher #US89 Purple Holofoil /250 (RC),,
John Rave,Blue Rainbow,6.68,13.6,0.491176,6.92,brushing23,2025 Topps Update John Rave RC Blue Rainbow Foil Rookie #149/150 Royals,,,kandhsports,2025 Topps Update John Rave ROOKIE BLUE FOIL 113/150 Color Match #US192 Royals,,
Myles Straw,Orange Black,1.48,2.99,0.494983,1.51,infinityartmedia,MYLES STRAW—2025 Topps Update Series Holiday Orange Foil Parallel #US340,,,redvalleycards,2025 Topps Update Myles Straw Orange & Black Holiday Parallel Blue Jays #US340,,
Maverick Handley,Gold 50,10.79,21.71,0.497006,10.92,kjcouch-1,2025 Topps Update Maverick Handley Gold Holo Foil RC 36/50 - Orioles,,,downtown.collects,2025 Topps Update #US274 Maverick Handley Gold Shimmer Foil #/50,,
Daylen Lile,Orange Black,1.99,4.0,0.4975,2.01,kjstone7355,2025 Topps Update Series - Daylen Lile #US172 Holiday Orange & Black Foil (RC),,,vault123cards,2025 Topps Update - Daylen Lile #US172 Holiday Orange & Black Foil RC,,
Mike Vasil,Sandglitter,1.99,4.0,0.4975,2.01,oceancardsandcollectables,2025 Topps Update Sandglitter #US219 Mike Vasil Chicago White Sox RC,,,joshthe816collector,2025 Topps Update RC Rookie #US219 MIKE VASIL Sand Glitter,,
Michael Petersen,Holiday Jackolantern,2.98,5.98,0.498328,3.0,loacollectibles,2025 Topps Update Series MICHAEL PETERSEN Miami Marlins Rookie JACK O'LANTERN,,,thesenate66,2025 Topps Update Michael Petersen #US49 Jack O Lantern Holiday Foil Rookie,,
Juan Morillo,Gold 2025,3.99,7.99,0.499374,4.0,warriorcards65,Juan Morillo 2025 Topps Update Gold US232 #/2025 Arizona Diamondbacks Rookie,,,jsawcards,Juan Morillo 2025 Topps Update Arizona Diamondbacks Rookie Gold /2025,,
Rafael Devers,Holiday Jackolantern,4.99,9.99,0.499499,5.0,pine_state_cc,2025 Topps Update Series - Rafael Devers #US300 Jack-O'-Lantern Foil,,,doublehcards,2025 Topps Update Rafael Devers #US300 Holiday Jack O'Lantern Parallel SP,,
Thomas Harrington,Orange 25,19.99,40.0,0.49975,20.01,sdog77,2025 Topps Update THOMAS HARRINGTON Orange Foil RC #15/25 Pirates Rookie Pitcher,,,caughtupintheskycards,2025 Topps Update Series Thomas Harrington RC Orange Holofoil #17/25 Pirates,,
Yohel Pozo,Gold 50,14.99,29.99,0.499833,15.0,dade-5658,2025 Topps Update - Yohel Pozo - Gold Holofoil /50 - #US120 SP - Cardinals,,,sgt_bucks_bunker,2025 Topps Update Yohel Pozo Gold Rainbow Refractor /50 #US120 - 34/50,,
Nic Enright,Gold 50,19.99,39.99,0.499875,20.0,the7thinningstretch,2025 Topps Update Series Nic Enright RC Rookie Gold Crackle SP #/50  Guardians,,,sdog77,2025 Topps Update NIC ENRIGHT Gold Rainbow Foil RC #02/50 Nationals Rookie,,
Griffin Canning,Wood 25,49.99,99.99,0.49995,50.0,lindsey3825,2025 Topps Update Griffin Canning Wood Grain SP /25 Mets US40,,,sliderbaseball,Griffin Canning /25 WOOD PARALLEL 2025 Topps Update #US40 Mets,,
Logan Allen,Sandglitter,1.5,3.0,0.5,1.5,railroadbedcards,2025 Topps Update Series - Logan Allen #US288 Sandglitter,,,katertot1372,2025 Topps Update Sand Glitter US288 Logan Allen Guardians,,
nan,Holiday Mummy,10.0,19.99,0.50025,9.99,617_sports_cards,2025 Topps Update Andres Gimenez Mummy Foil /50,,,jjtr57,2025 Topps Update Luis Urias Holiday Skeleton Foil /50 (#US334) Athletic’s,,
Ty France,Blue Rainbow,6.5,12.99,0.500385,6.49,braal-7856,Ty France 2025 Topps Update Series #US268 Blue Holo Foil Parallel Twins /150,,,oceancardsandcollectables,2025 Topps Update Blue Rainbow Foil #US268 Ty France Minnesota Twins 034/150,,
Jack Leiter,Orange 25,19.99,39.94,0.500501,19.95,battersboxsportscards,2025 Topps Update #US165 Jack Leiter Orange Holo Foil #/25,,,jandj337,2025 Topps Update Series Jack Leiter Orange /25 Texas Rangers #US165,,
Derek Hill,Orange Black,2.0,3.99,0.501253,1.99,sportscardsfan15,2025 Topps Update DEREK HILL Halloween Orange & Black Foil Parallel #305,,,dade-5658,2025 Topps Update -#US305 - Black Orange Parallel - Derek Hill - Marlins + Base,,
