seller_username,title,all_in_price,CT_list,player_guess
downtown.collects,2025 Topps Update #US95 Michel Otañez,3.71,,Michel Otañez
jts_fieldofcards,2025 Topps Update Series #US95 Michel Otanez (RC) Athletics,1.74,,
downtown.collects,2025 Topps Update #US95 Michel Otañez,3.74,,Michel Otañez
jogeno15,2025 Topps Update #US95 Michel Otañez,2.75,,Michel Otañez
dw_2005,2025 Topps Update Series - Michel Otanez #US95 Rainbow Foil (RC),2.46,Base Rainbow,
tremp1977,2025 Topps Update Series - Michel Otanez #US95 Pink Holofoil (RC) Athletics,1.73,,
downtown.collects,2025 Topps Update #US95 Michel Otañez Holiday,6.71,,Michel Otañez
downtown.collects,2025 Topps Update #US95 Michel Otañez,3.74,,Michel Otañez
dfw_bullionandcollectibles,2025 Topps Update #US95 Michel Otanez (RC) Rookie   -  Oakland Athletics,1.79,,
99sportscards,2025 Topps Update #US95 Michel Otañez Gold #/2025,1.99,Gold 2025,Michel Otañez
jts_fieldofcards,2025 Topps Update #US95 Michel Otanez (RC) ✨Diamante Foil✨ Athletics,1.99,Diamante,
5handssportscards,Michel Otañez 2025 Topps Update #US95 Rookie Gold Diamante /50,6.31,"Diamante, Gold 50",Michel Otañez
sportscarddock,2025 Topps Update Series - MICHEL OTANEZ RC UPDATE SERIES,1.69,,
bowman1235,2025 Topps Update Series - Michel Otanez #US95 Jack-O'-Lantern Foil (RC),4.89,Holiday Jackolantern,
cascadia-sports-cards,Michel Otañez 2025 Topps Update Sandglitter #US95 Rookie,2.49,Sandglitter,Michel Otañez
vegasborncards,2025 Topps UPDATE SERIES PURPLE - Michel Otanez 180/250 (RC),2.0,Purple Rainbow,
wg5727,2025 Topps Update Series - Michel Otanez #US95 (RC),1.49,,
slammer1981,2025 Topps Update Series - Michel Otanez #US95 (RC),1.84,,
creamcitysportscards_3,2025 Topps Update #US95 Michel Otanez RC Holiday Foil Athletics ROOKIE,2.6,,
slammer1981,2025 Topps Update Series - Michel Otanez #US95 (RC),1.84,,
jdogsrelics,2025 Topps Update #US95 Michel Otañez Athletics RC Baseball Rookie Card,1.79,,Michel Otañez
sunderwood16,2025 Topps Update #US95 Michel Otañez Holiday,2.99,,Michel Otañez
zammos1,MICHEL OTANEZ 2025 Topps Update GREEN RAINBOW FOIL #d 99/99 Athletics,8.94,Green Foil,
gotbaseballcards,2025 Topps Update #US95 Michel Otanez Athletics Rookie,3.48,,
acrowsfeast,2025 Topps Update Base #US95 Michel Otanez RC Oakland A's Athletics,1.99,,
glr_cards,2025 Topps Update Baseball #US95 Michel Otanez Athletics Rookie,2.0,,
jemclau5287,2025 Topps Update Michel Otanez (RC) #US95 Athletics,1.99,,
bbqc_86,2025 Topps Update MICHEL OTANEZ Gold Diamond  Foil /50,16.0,Gold 50,
bob1981,2025 TOPPS UPDATE Diamante FOIL MICHEL OTANEZ RC  # US95 ATHLETICS,3.78,Diamante,
5handssportscards,Michel Otañez 2025 Topps Update #US95 Rookie Purple Raibow Foil /250,3.31,Purple Rainbow,Michel Otañez
ochotheflow24,2025 Topps Update Series - Michel Otanez #US95 Sandglitter (RC),4.0,Sandglitter,
tri-statetoploaders,2025 Topps Update #US95 Michel Otañez,1.98,,Michel Otañez
rack_pack_cards,Michel Otañez RC 2025 Topps Update Rookie Athletics,3.0,,Michel Otañez
comc_consignment,2025 Topps Update Rainbow Foil Michel Otanez Michel Otañez #US95 0zc0,6.98,Base Rainbow,Michel Otañez
jts_fieldofcards,2025 Topps Update✨Holiday Holo Foil✨#US95 Michel Otanez (RC) Athletics,2.7,,
infinityartmedia,MICHEL OTANEZ—2025 Topps Update Series Holiday Orange Foil #US95—ROOKIE CARD,2.26,Orange Black,
att10,2025 Topps Update MICHEL OTANEZ RC Rookie #US95 GOLD #d 1019/2025 Athletics,6.0,Gold 2025,
duffscardz,2025 Topps Update #US95 Michel Otañez Gold #/2025,3.82,Gold 2025,Michel Otañez
comebackcollectibles,2025 Topps Update Michel Otañez Rookie #US95 Athletics,1.99,,Michel Otañez
cubbie_1908,"2025 Topps Update US95 Michel Otañez, Athletics RC",2.5,,Michel Otañez
gmintcards,2025 Topps Update #US95 Michel Otañez Green Holo Foil #/99,10.98,Green Foil,Michel Otañez
firegirlbear1,2025 Topps Update #US95 Michel Otañez,1.69,,Michel Otañez
comebackcollectibles,2025 Topps Update Michel Otañez Rookie #US95 Athletics,1.99,,Michel Otañez
slabbyjoe,Michel Otañez 2025 Topps Update #US95 RC Athletics,2.33,,Michel Otañez
benspackattack,2025 Topps Update Michel Otañez RC – Vintage Stock /99 – Oakland Athletics – SP,24.41,Vintage 99,Michel Otañez
djchinosports,2025 Topps Update Series Base Michel Otanez RC Oakland Athletics #US95,2.18,,
leggs-lists,Michel Otanez (RC) 2025 Topps Update Purple Rainbow Foil 055/250 #US95 Athletics,4.19,Purple Rainbow,
comc_consignment,2025 Topps Update Holo Foil Michel Otanez Michel Otañez #US95 08rm,5.54,,Michel Otañez
ericscardsii,Michel Otanez 2025 Topps Update Athletics #US95 RC,1.66,,
illini4343,2025 Topps Update Michel Otanez RC Purple Rainbow Foil #d /250 Athletics #US95,4.28,Purple Rainbow,
skibbe_cards,2025 Topps Update #US95 Michel Otañez Gold #/2025,5.3,Gold 2025,Michel Otañez
gbestore,Michel Otañez 2025 Topps Update #US95 RC Rookie Athletics Baseball Card,1.98,,Michel Otañez
rams-1404,Michel Otañez #US95 2025 Topps Update AthleticsRC Rookie,1.85,,Michel Otañez
crows_cards,2025 Topps Update Series - Michel Otanez #US95 Blue Holofoil /150 (RC),3.98,Blue Rainbow,
seaweed21,2025 Topps Update Baseball Card Complete Finish Fil Your List U-Pick #1-240,1.79,,
mikeocardshop,2025 Topps Update Rainbow Foil Michel Otanez RC Athletics #US95,2.25,Base Rainbow,
kee-firearms,2025 Topps Update  Michel Otañez Rookie RC Prism Refractor Athletics,7.18,,Michel Otañez
hbggaming,2025 Topps Update Series - #US95 Michel Otanez RC - Athletics,1.69,,
gameballsportscards,2025 Topps Update Series - Michel Otanez #US95 Rookie RC Gold /2025 A's,2.95,Gold 2025,
junkwaxkids,2025 Topps Update #US95 Michel Otañez,1.29,,Michel Otañez
415_cards,2025 Topps Update Michel Otanez Rookie Green Foil /99 COLOR MATCH,9.98,Green Foil,
slammer1981,2025 Topps Update Series - Michel Otanez #US95 (RC),1.84,,
snakepit585,2025 Topps Update Series - Michel Otanez #US95 (RC),2.69,,
jojbreak,2025 Topps Update #US95 Michel Otañez Athletics Rookie Card RC,1.79,,Michel Otañez
stuff2sellu,2025 Topps Update #US95 Michel Otañez,2.0,,Michel Otañez
easternctsportscards,Michel Otañez 2025 Topps Update #US95 RC Athletics,2.69,,Michel Otañez
trulyhonesttraders,Michel Otañez 2025 Topps Update Holiday Foil #US95,3.31,,Michel Otañez
dkbbl8,2025 Topps Update #US95 Michel Otañez Rookie Athletics,1.69,,Michel Otañez
moosemasher,2025 Topps Update Pink Diamante Foil #US95 Michel Otanez RC - Athletics,1.8,Diamante,
oceancardsandcollectables,2025 Topps Update #US95 Michel Otanez Athletics RC,1.69,,
bawags1,2025 Topps Update Series Michel Otanez Independence Day /76 - FREE SHPPING -,15.0,Independence Day 76,
rainforrestcardshop,2025 Topps Update #US95 Michel Otañez Diamante Foil,2.0,Diamante,Michel Otañez
payro-70,2025 Topps Update Pink Diamante Foil #US95 Michel Otanez RC - Athletics,2.04,Diamante,
crainscards,2025 Topps Update Michel Otanez Rookie #US95 Pink Diamante Athletics Baseball RC,2.98,Diamante,
cobra22nd,2025 Topps Update #US95 Michel Otanez RC Oakland Athletics A's,1.99,,
muck1201,2025 Topps Update Series - Michel Otanez #US95 (RC) Athletics,1.74,,
beauknows,2025 Topps Update Series Michel Otanez #US95 Independence Day Parallel /76,16.64,Independence Day 76,
vtc_cards,2025 Topps Update Rookie Debut Adael Amador Gold #1126/2025 Colorado Rockies,2.72,Gold 2025,Adael Amador
piquetrading,2025 Topps Update Adael Amador #US94 RC Rockies,1.65,,Adael Amador
kegall-87,2025 Topps Update #US94 Adael Amador Colorado Rockies,1.75,,Adael Amador
reaperripssportscards,Adael Amador Rookie #US94 2025 Topps Update Colorado Rockies Baseball Card MLB,3.99,,Adael Amador
jagscollectables,2025 Topps Update #US94 Adael Amador,1.93,,Adael Amador
mint10market,2025 Topps Update Adael Amador #US94 Gold Colorado Rockies #/2025,2.31,Gold 2025,Adael Amador
jemclau5287,2025 Topps Update Series Base Adael Amador RC Colorado Rockies #US94,1.99,,Adael Amador
parksales1146,2025 Topps Update Series - Rookie Debut Adael Amador #US94 Golden Mirror...,44.99,Golden Mirror,Adael Amador
catfish0311,2025 Topps Update Series - Rookie Debut Adael Amador #US94 Topps Foil Pattern...,2.5,,Adael Amador
mad-tuna-cards,1261 2025 Topps Update RC Debut Adael Amador Rainbow Foil Colorado Rockies,1.99,Base Rainbow,Adael Amador
loacollectibles,2025 Topps Update Series ADAEL AMADOR Colorado Rcokies RC SILVER DIAMANTE #US94,1.99,Diamante,Adael Amador
mostarcollectibles,2025 Topps Update - Adael Amador Rookie Debut #US94 (Green Foil /99),6.31,Green Foil,Adael Amador
nra9191,2025 Topps Update  ADAEL AMADOR  RC  Aqua Holofoil  #US94,2.99,,Adael Amador
cobra22nd,2025 Topps Update #US94 Adael Amador RC Colorado Rockies RD,1.99,,Adael Amador
ri_fashions,2025 Topps Update #US94 Adael Amador Rookie Debut Pink Holo Foil Parallel RC,2.87,,Adael Amador
black_squirrel_1,2025 Topps Update Adael Amador US94 Gold Parallel 613/2025 - Rockies,2.25,Gold 2025,Adael Amador
pice1,2025 Topps Update #US94 Adael Amador PINK Holofoil SP. Colorado Rockies,2.49,,Adael Amador
bassmanray03,2025 Topps Update #US94 Adael Amador Gold Holo Foil #/50,4.95,Gold 50,Adael Amador
2ndtonone78,2025 Topps Update #US94 ADAEL AMADOR RC Debut Blue Rainbow Foil /150,3.83,Blue Rainbow,Adael Amador
arthurscardsandcollectibles,2025 Topps Update #US94 Adael Amador PINK Holofoil SP. Colorado Rockies,2.0,,Adael Amador
bcsportscardshop,Adael Amador RC 2025 Topps Update GOLD Rainbow Holo Rookie Debut Rockies 33/50,15.74,Gold 50,Adael Amador
ledsimpson,2025 Topps Update Rainbow Foil Adael Amador US94 Colorado Rockies Rookie,1.48,Base Rainbow,Adael Amador
bicyclerips,ADAEL AMADOR 2025 TOPPS UPDATE SERIES ROOKIE DEBUT BLUE FOIL RC /150 Q3967,2.99,Blue Rainbow,Adael Amador
cardw-22,2025 Topps Update Series Adael Amador US94 Gold Diamante 22/50. Rockies Rc,9.49,"Diamante, Gold 50",Adael Amador
todd44todd,Adael Amador Rookie RC 2025 Topps Update #US94 Silver Diamante Foil Rockies,2.44,Diamante,Adael Amador
pnw-406cardcollecting,Adael Amador Debut Holo Foil Rookie 2025 Topps Update Series Card #US94 Rockies,1.75,,Adael Amador
keesportscards,2025 Topps Update #US94 Adael Amador Pink Diamante SP Colorado Rockies,1.99,Diamante,Adael Amador
ericscardsii,Adael Amador 2025 Topps Update Meijer Tinsel #US94 Colorado Rockies,4.43,,Adael Amador
hbggaming,2025 Topps Update Series #US94 Adael Amador Rookie Rainbow Foil (RC),2.39,Base Rainbow,Adael Amador
southbg,2025 Topps Update #US94 Adael Amador Holo Foil,1.99,,Adael Amador
yrtrainisleaving,2025 Topps Update Rookie Debut #US94 Adael Amador Gold 1538/2025 Rockies,2.75,Gold 2025,Adael Amador
rt_card_vault,2025 Topps Update #US94 ADAEL AMADOR RC Debut Gold /2025,3.04,Gold 2025,Adael Amador
dfw_bullionandcollectibles,2025 Topps Update #US94 Adael Amador (RC) ROOKIE DEBUT   -   Colorado Rockies,1.79,,Adael Amador
steelcitygaragesale,2025 Topps Update ADAEL AMADOR #US94 Colorado Rockies Rookie Debut,1.59,,Adael Amador
fritziefeet,Adael Amador 2025 Topps Update Blue Rainbow Foil SP /150 #US94 Rockies RC,4.99,Blue Rainbow,Adael Amador
ericscardsii,Adael Amador 2025 Topps Update Colorado Rockies #US94,1.66,,Adael Amador
cubbie_1908,"2025 Topps Update US94 Adael Amador, Colorado Rockies (Rookie Debut)",2.5,,Adael Amador
generalbentleytrading,2025 Topps Update Series #US94 Adael Amador (RC) Rookie Debut,1.45,,Adael Amador
pnw-406cardcollecting,Adael Amador MLB Debut Rookie RC 2025 Topps Update Series Card #US94 Rockies,1.5,,Adael Amador
izzycollex,2025 Topps Update Purple Sparkle Adael Amador /250,6.75,Purple Rainbow,Adael Amador
junkwaxkids,2025 Topps Update #US94 Adael Amador Rainbow Foil,1.49,Base Rainbow,Adael Amador
kidults_collectibles,2025 Topps Update Adael Amador #US94 Holiday Colorado Rockies,1.99,,Adael Amador
caylor706,2025 Topps Update Series Adael Amador Golden Mirror SSP Rookie Variation Rockies,41.5,"Golden Mirror, SSP",Adael Amador
ericobizzle11,2025 Topps Update Rainbow Foil Adael Amador US94 Colorado Rockies- Rookie,1.89,Base Rainbow,Adael Amador
vladtheinhaler,Adael Amador Rookie #US94 2025 Topps Update Colorado Rockies Baseball Card MLB,1.99,,Adael Amador
loacollectibles,2025 Topps Update Series ADAEL AMADOR Colorado Rockies Rookie HOLIDAY FOIL #US94,1.99,,Adael Amador
jts_fieldofcards,2025 Topps Update #US94 Adael Amador (RC) ⭐Rookie Debut⭐ Colorado Rockies,1.74,,Adael Amador
djchinosports,2025 Topps Update Series Base Adael Amador RC Colorado Rockies #US94,2.18,,Adael Amador
viking385,2025 Topps Update #US94 Adael Amador Rookie ___0082,1.39,,Adael Amador
firegirlbear1,2025 Topps Update #US94 Adael Amador,1.35,,Adael Amador
junkwaxkids,2025 Topps Update #US94 Adael Amador,1.29,,Adael Amador
gametimecards247,2025 Topps Update #US94 Adael Amador Rookie Card RC,1.99,,Adael Amador
papa_do,Adael Amador  2025 Topps Update  RC Rookie Debut Purple Foil 193/250 #USC143,3.99,Purple Rainbow,Adael Amador
jdbruns87,2025 Topps Update JACE JUNG Rookie RC Heavy Lumber - HL-67,35.98,,Jace Jung
brushing23,2025 Topps Update Jace Jung Golden Mirror Auto RC #80 Detroit Tigers Read!!!!!,279.99,Golden Mirror,Jace Jung
cardgirl,Jace Jung 2025 Topps Update Skeleton Foil #US93 14/50 TIGERS               S80,29.8,Holiday Mummy,Jace Jung
flippjones,2025 Topps Update Series - Rookie Debut Jace Jung #US93 Rainbow Foil (RC),3.25,Base Rainbow,Jace Jung
up_north_collectors-luke,2025 Topps Update Jace Jung Orange /25,21.44,Orange 25,Jace Jung
sportyourcards,2025 Topps Update Baseball #US93 Jace Jung Detroit Tigers Rookie Debut,1.59,,Jace Jung
crackerjack352,Jace Jung 2025 Topps Update #US93 Sandglitter RC Detroit Tigers,14.0,Sandglitter,Jace Jung
mmats01,2025 Topps Update #US93 Jace Jung RC Rookie Debut Detroit Tigers,1.75,,Jace Jung
toppscardtrader,2025 Topps Update Baseball Jace Jung #US93 Green Rainbow Foil /99,19.99,Green Foil,Jace Jung
cyongue1,2025 Topps Update Rising Rookes Relic RC #RRR-JJ Jace Jung Detroit Tigers,6.0,,Jace Jung
craftyvet,2025 Topps Update #MMU-JJ Jace Jung PLAYER WORN JERSEY RELIC RC - Detroit Tigers,6.15,,Jace Jung
wilsonhobby,2025 Topps Update Gold #US93 Jace Jung /2025 Rookie RC Tigers,5.49,Gold 2025,Jace Jung
jrod44fan,2025 Topps Update Series Jace Jung RC Rookie Debut #US93 Purple Rainbow /250,5.32,Purple Rainbow,Jace Jung
djchinosports,2025 Topps Update Series Base Jace Jung Detroit Tigers #US93,2.18,,Jace Jung
bicyclerips,2025 Topps Update  Jace Jung #US93 Blue Foil # /150 Rookie Debut Detroit Tigers,7.99,Blue Rainbow,Jace Jung
hbggaming,2025 Topps Update Series #US93 Jace Jung Rookie Orange Diamante Foil /25 (RC),71.99,"Diamante, Orange 25",Jace Jung
jemclau5287,2025 Topps Update Jace Jung (RC) Debut #US93 Tigers,1.99,,Jace Jung
donel3,2025 Topps Update Series Rookie Debut Jace Jung #US93 Pink Holo Foil SP RC,3.96,,Jace Jung
pnw-406cardcollecting,Jace Jung MLB Debut Rookie RC 2025 Topps Update Series Card #US93 Detroit Tigers,1.5,,Jace Jung
jkcr_29,Jace Jung 2025 Topps Update #US93 Detroit Tigers,1.49,,Jace Jung
mcucinella,2025 Topps Update Series Jace Jung Pink Diamante RC Debut Parallel #US93,2.99,Diamante,Jace Jung
rhay5699,Jace Jung 2025 Topps Update Series Rookie Debut Holiday Foil,2.74,,Jace Jung
mostarcollectibles,2025 Topps Update Baseball - Jace Jung Rookie Debut #US93 (Gold Border /2025),4.31,Gold 2025,Jace Jung
timbothrift,2025 Topps Update Series MLB JACE JUNG TIGERS #US93 SP HOLIDAY FOIL ROOKIE CARD,2.78,,Jace Jung
artnyc337,2025 Topps Update Jace Jung Pink Holo Foil (RC ) #US93 Detroit Tigers Rookie,5.73,,Jace Jung
19jps76,2025 Topps Update Rainbow Foil #US93 Jace Jung RC (TIGERS) !,1.99,Base Rainbow,Jace Jung
wootydeegsdollarstore,2025 Topps Update Jace Jung RC #US93 - Rookie Debut / Diamante - Tigers,2.42,Diamante,Jace Jung
cobra22nd,2025 Topps Update #US93 Jace Jung RC Detroit Tigers RD City Connect Jersey,1.99,,Jace Jung
shasche_9982,2025 Topps Update #US93 Jace Jung Rainbow Foil RC Detroit Tigers,2.43,Base Rainbow,Jace Jung
texasbeanman,JACE JUNG 2025 Topps Update RC #US93 GOLD Border 1889/2025 Tigers Rookie,3.85,Gold 2025,Jace Jung
cardgrubber2000,2025 Topps Update Jace Jung #US93 Holiday Skeleton Foil RC /50,19.49,Holiday Mummy,Jace Jung
wantedfarmer,2025 Topps Update #US93 Jace Jung Jack O'Lantern Foil SP Rookie RC,4.98,Holiday Jackolantern,Jace Jung
ericscardsii,Jace Jung 2025 Topps Update Detroit Tigers #US93,1.66,,Jace Jung
twinning99,2025 Topps Update Series Jace Jung Pink Diamante RC Debut Parallel #US93,1.55,Diamante,Jace Jung
626_baseballcards,2025 Topps Update Series Chrome - Jace Jung (RC) #USC121 MLB Debut Pink Reverse,6.99,Chrome,Jace Jung
comc_consignment,2025 Topps Update Rookie Debut Gold Rainbow Foil 18/50 Jace Jung #US93 13t3,12.44,Gold 50,Jace Jung
talknsportz,2025 Topps Update JACE JUNG Detroit Tigers GOLD BORDER RC DEBUT /2025 #US93,6.21,Gold 2025,Jace Jung
drrcards,"2025 Topps Update #US93 Jace Jung (RC) ""Rookie Debut""-  Detroit Tigers",0.99,,Jace Jung
ppgshader,2025 Topps Update Jace Jung Rookie Debut Diamante Foil Detroit Tigers #US93,2.5,Diamante,Jace Jung
gocincinnatigo,2025 Topps Update Series - Rookie Debut Jace Jung #US93 Pink Holo Foil (RC),1.95,,Jace Jung
ritchie_and_ash_cards,2025 Topps Update Series - Rookie Debut Jace Jung #US93 Pink Holo Foil (RC),2.74,,Jace Jung
dw_2005,2025 Topps Update - Jace Jung #US93 Rainbow Foilboard (RC),2.54,Base Rainbow,Jace Jung
catfish0311,2 CARDS 2025 TOPPS UPDATE SERIES JACKSON JOBE USC48/JACE JUNG USC121,6.24,,Jackson Jobe
aus-158089,2025 Topps Update #US93 Jace Jung,1.19,,Jace Jung
girldadbreaks,2025 Topps Update Jace Jung US93 Rookie Debut Gold Parallel /2025 Tigers,5.49,Gold 2025,Jace Jung
nichbau-13,2025 Topps Update Jace Jung US93 Rookie Debut Aqua Holofoil,5.02,,Jace Jung
cardfinders,2025 Topps Update Sandglitter Exclusive Parallel Jace Jung Tigers RC US93,3.48,Sandglitter,Jace Jung
garaghoul,2025 Topps Update Series Jace Jung #US93 Silver Foilboard RC Tigers,3.25,,Jace Jung
stoweman2,2025 Topps Update Series  Jace Jung #US93 Black Diamante /10 RC Detroit Tigers,105.74,"Diamante, Black 10",Jace Jung
stacksofpacks,2025 Topps Update Series Baseball JACE JUNG True Photo Variation Rookie RC #US93,17.99,Photo Variation,Jace Jung
papasancards,Jace Jung [Golden Mirror] #US93 | 2025 Topps Update | SHORT PRINT,88.55,Golden Mirror,Jace Jung
epcgcard,Drew Avans 2025 Topps Update Series /25 RC Wood Rookie,48.99,Wood 25,Drew Avans
reaperripssportscards,Drew Avans Rookie #US92 2025 Topps Update Milwaukee Brewers Baseball Card MLB NM,3.99,,Drew Avans
ntcardvault,2025 Topps Update Rainbow Foil- Drew Avans RC,2.99,Base Rainbow,Drew Avans
leggs-lists,Drew Avans (RC) 2025 Topps Update Blue Rainbow Foil 101/150 #US-92 Brewers,5.97,Blue Rainbow,Drew Avans
moons-card-shop,2025 Topps Update #US92 Drew Avans,2.84,,Drew Avans
dmills1985,DREW AVANS RC 2025 Topps Update Gold US92 #/2025 SP MILWAUKEE BREWERS,2.95,Gold 2025,Drew Avans
scottace13us,2025 Topps Update #US92 Drew Avans True Gold 50/50 Milwaukee Brewers Rookie,99.99,Gold 50,Drew Avans
lottscreekmarket,2025 Topps Update Series - Drew Avans #US92 (RC),2.28,,Drew Avans
brownie24,Drew Avans Rookie 2025 Topps Update Gold Diamante Foil /50 #US92 Brewers,9.79,"Diamante, Gold 50",Drew Avans
pattywax_nicnacks,2025 Topps Update Series - Drew Avans #US92 Red Diamante Foil /5 (RC),50.0,"Diamante, Red 5",Drew Avans
firehousesportzcardz,2025 Topps Update #US92 Drew Avans,1.39,,Drew Avans
jts_fieldofcards,2025 Topps Update Series #US92 Drew Avans (RC) Milwaukee Brewers,1.7,,Drew Avans
vladtheinhaler,DREW AVANS 089/150 RC 2025 Topps Update BLUE SANDGLITTER  #US92 Brewers,19.99,"Blue Rainbow, Sandglitter",Drew Avans
mannybaseball,2025 Topps Update Series Drew Avans #US92 Gold Rainbow Foil /50 (RC),30.25,Gold 50,Drew Avans
csdym-30,2025 Topps Update #US92 Drew Avans Purple Foil /250,4.44,Purple Rainbow,Drew Avans
dfw_bullionandcollectibles,2025 Topps Update #US92 Drew Avans (RC) Rookie   -   Milwaukee Brewers,1.79,,Drew Avans
