player_name_key,player_name_display,set_count,total_cards,2024_bowman,2024_bowman_chrome,2024_bowman_draft,2024_topps_chrome,2024_topps_chrome_update,2024_topps_series1,2024_topps_series2,2024_topps_update,2025_bowman,2025_bowman_chrome,2025_bowman_draft,2025_topps_chrome,2025_topps_chrome_update,2025_topps_series1,2025_topps_series2,2025_topps_update,2026_topps_heritage,2026_topps_series1
jordan hicks,Jordan Hicks,2,2,,,,,,,,1,,,,,,,1,,,
jordan lawlar,Jordan Lawlar,11,74,10,8,,12,7,7,9,15,1,,,,,,1,2,2,
jordan leasure,Jordan Leasure,2,3,,,,,2,,,1,,,,,,,,,,
jordan montgomery,Jordan Montgomery,1,1,,,,,,,,1,,,,,,,,,,
jordan romano,Jordan Romano,2,3,,,,,,2,,,,,,,,,1,,,
jordan sanchez,Jordan Sanchez,1,2,,,,,,,,,,2,,,,,,,,
jordan walker,Jordan Walker,10,21,1,1,,6,1,2,5,2,,,,1,,,1,,1,
jordan westburg,Jordan Westburg,12,42,1,2,,2,5,7,3,11,1,,,1,,,7,1,1,
jordan wicks,Jordan Wicks,6,10,,2,,2,1,1,3,1,,,,,,,,,,
jordan yost,Jordan Yost,1,3,,,,,,,,,,,3,,,,,,,
jordyn adams,Jordyn Adams,5,6,1,,,2,1,1,1,,,,,,,,,,,
jorge alcala,Jorge Alcala,1,1,,,,,,,,1,,,,,,,,,,
jorge barrosa,Jorge Barrosa,2,4,,,,,3,,,1,,,,,,,,,,
jorge lópez,Jorge López,1,1,,,,,,1,,,,,,,,,,,,
jorge marcheco,Jorge Marcheco,1,1,1,,,,,,,,,,,,,,,,,
jorge mateo,Jorge Mateo,3,6,,,,,,4,,,,,,,,,1,,1,
jorge polanco,Jorge Polanco,6,6,,,,,1,1,,1,,,,,1,,1,,1,
jorge posada,Jorge Posada,5,12,,,,,,,2,1,,,,2,,,4,,,3
jorge soler,Jorge Soler,10,11,,,,1,1,2,1,1,,,,,1,,1,1,1,1
jose altuve,Jose Altuve,15,79,1,1,,3,3,15,10,6,1,,,2,2,3,6,9,5,12
jose anderson,Jose Anderson,1,2,,,,,,,,,,2,,,,,,,,
jose caballero,Jose Caballero,1,1,,,,,,,1,,,,,,,,,,,
jose canseco,Jose Canseco,5,9,,,,,,3,2,,,,,,,,2,1,,1
jose castro,Jose Castro,1,2,,2,,,,,,,,,,,,,,,,
jose cruz,Jose Cruz,1,2,,,,,,,,,,,,2,,,,,,
jose espada,Jose Espada,2,2,,,,1,1,,,,,,,,,,,,,
jose fernandez,Jose Fernandez,1,1,,1,,,,,,,,,,,,,,,,
jose ferrer,Jose Ferrer,3,4,,,,,2,1,1,,,,,,,,,,,
jose herrera,Jose Herrera,1,1,,,,,,,,,,,,,,,,1,,
jose iglesias,Jose Iglesias,3,4,,,,,,,,,,,,,1,,2,1,,
jose miranda,Jose Miranda,1,1,,,,,,,1,,,,,,,,,,,
jose perdomo,Jose Perdomo,3,15,,8,4,,,,,,3,,,,,,,,,
jose pirela,Jose Pirela,1,3,,,,,,,,,3,,,,,,,,,
jose reyes,Jose Reyes,1,1,,,,,,,,,,,,,,,1,,,
jose rodriguez,Jose Rodriguez,1,2,2,,,,,,,,,,,,,,,,,
jose siri,Jose Siri,3,3,,,,,,,1,,,,,1,,,1,,,
jose trevino,Jose Trevino,4,4,,,,,1,,,1,,,,,1,,,1,,
jose urquidy,Jose Urquidy,1,2,,,,,,2,,,,,,,,,,,,
joseph dzierwa,Joseph Dzierwa,1,3,,,,,,,,,,,3,,,,,,,
josh adamczewski,Josh Adamczewski,1,1,,1,,,,,,,,,,,,,,,,
josh bell,Josh Bell,3,3,,,,,,,1,,,,,1,,,1,,,
josh caron,Josh Caron,1,3,,,3,,,,,,,,,,,,,,,
josh gibson,Josh Gibson,2,3,,,,,,,,1,,,,,,,,2,,
josh hader,Josh Hader,7,8,,,,1,,1,2,,,,,1,,,,1,1,1
josh hammond,Josh Hammond,1,6,,,,,,,,,,,6,,,,,,,
josh hartle,Josh Hartle,2,3,,,2,,,,,,1,,,,,,,,,
josh jung,Josh Jung,14,39,1,1,,3,5,8,8,2,1,,,2,1,,3,1,1,2
josh knoth,Josh Knoth,1,2,,,,,,,,,2,,,,,,,,,
josh kuroda-grauer,Josh Kuroda-Grauer,1,4,,,4,,,,,,,,,,,,,,,
josh lowe,Josh Lowe,4,6,,,,,,2,,,,,,1,,,1,,,2
josh maciejewski,Josh Maciejewski,1,1,,,,,1,,,,,,,,,,,,,
josh maciejewski rc,Josh Maciejewski RC,1,1,,,,,,,,1,,,,,,,,,,
josh naylor,Josh Naylor,7,11,,,,,1,2,,4,,,,1,1,,,1,1,
josh owens,Josh Owens,1,3,,,,,,,,,,,3,,,,,,,
josh rivera,Josh Rivera,1,3,3,,,,,,,,,,,,,,,,,
josh rojas,Josh Rojas,2,2,,,,,,,1,,,,,,,,1,,,
josh smith,Josh Smith,6,7,,,,,,1,,1,,,,,,,1,1,1,2
joshua flores,Joshua Flores,1,2,,,,,,,,,,,2,,,,,,,
joshua kuroda-grauer,Joshua Kuroda-Grauer,1,2,,,,,,,,,,,2,,,,,,,
josiah gray,Josiah Gray,2,2,,,,,,1,1,,,,,,,,,,,
josiah hartshorn,Josiah Hartshorn,1,3,,,,,,,,,,,3,,,,,,,
josiah romeo,Josiah Romeo,1,2,,,2,,,,,,,,,,,,,,,
josuar gonzalez,Josuar Gonzalez,2,11,,,,,,,,,,6,5,,,,,,,
josue briceno,Josue Briceno,1,4,,,,,,,,,4,,,,,,,,,
josue briceño,Josue Briceño,1,2,,,,,,,,,,,2,,,,,,,
josue de paula,Josue De Paula,5,9,4,1,2,,,,,,1,,1,,,,,,,
joswa lugo,Joswa Lugo,3,6,,2,2,,,,,,,,2,,,,,,,
josé abreu,José Abreu,5,10,,,,,1,2,5,1,,,,,,,,1,,
josé alvarado,José Alvarado,1,1,,,,,,,1,,,,,,,,,,,
josé azocar,José Azocar,1,1,,,,,,,1,,,,,,,,,,,
josé berríos,José Berríos,6,8,,,,,,2,2,1,,,,,,,1,,1,1
josé buttó,José Buttó,1,1,,,,,,,,1,,,,,,,,,,
josé caballero,José Caballero,4,5,,,,,1,,,1,,,,,,,,,2,1
josé fermin,José Fermin,2,3,,,,,,,,,,,,,2,,,1,,
josé fermín,José Fermín,5,7,,,,2,1,2,,1,,,,,,,1,,,
josé lopez,José Lopez,1,1,,,,,1,,,,,,,,,,,,,
josé quintana,José Quintana,1,1,,,,,,1,,,,,,,,,,,,
josé ramirez,José Ramirez,1,0,,,,,,,,,,,,,,,,,,
josé ramírez,José Ramírez,16,97,1,3,,2,2,15,7,9,1,2,,11,4,5,16,4,3,12
josé reyes,José Reyes,2,2,,,,,,,1,,,,,,,,1,,,
josé rodríguez,José Rodríguez,5,7,1,,,1,1,2,2,,,,,,,,,,,
josé soriano,José Soriano,7,7,,,,1,1,1,,1,,,,,,,1,1,,1
josé tena,José Tena,6,7,1,,,2,1,1,1,,,,,,,,1,,,
josé urquidy,José Urquidy,1,1,,,,,,,1,,,,,,,,,,,
jp sears,JP Sears,3,3,,,,,,1,,,,,,,1,,1,,,
jr ritchie,JR Ritchie,1,2,,,,,,,,,,,2,,,,,,,
jt brubaker,JT Brubaker,1,1,,,,,,,1,,,,,,,,,,,
jt quinn,JT Quinn,1,3,,,,,,,,,,,3,,,,,,,
juan baez,Juan Baez,2,4,,2,2,,,,,,,,,,,,,,,
juan burgos,Juan Burgos,2,3,,,,,,,,,,,,,,,,,1,2
juan cabada,Juan Cabada,1,3,,,,,,,,,,3,,,,,,,,
juan flores,Juan Flores,1,2,,2,,,,,,,,,,,,,,,,
juan gonzalez,Juan Gonzalez,4,4,,,,,,,1,1,,,,,,,,1,,1
juan marichal,Juan Marichal,1,1,,,,,,,,,,,,,1,,,,,
juan mejia,Juan Mejia,2,3,,,,,,,,,,,,,2,,,1,,
juan morillo,Juan Morillo,2,3,,,,,,,,,,,,,2,,,1,,
juan soto,Juan Soto,16,196,1,1,,12,11,24,18,36,2,8,,8,6,10,23,19,3,14
juan tomas,Juan Tomas,1,2,,,,,,,,,,2,,,,,,,,
juan yepez,Juan Yepez,2,2,,,,,,,,,,,,1,,,1,,,
judge,Judge,3,3,,,,,,,,,,,,,,1,1,1,,
juju watkins,Juju Watkins,1,1,,,,,,,,,,,,,,1,,,,
julian aguiar,Julian Aguiar,4,5,,,,,,,,,,,,1,2,,1,1,,
julio rodriguez,Julio Rodriguez,1,0,,,,,,,,,,,,,,,,,,
julio rodríguez,Julio Rodríguez,16,164,2,2,,12,9,29,17,15,1,1,,6,3,11,16,18,4,18
julio zayas,Julio Zayas,1,2,,2,,,,,,,,,,,,,,,,
juneiker caceres,Juneiker Caceres,1,2,,,,,,,,,,2,,,,,,,,
jung hoo lee,Jung HOO Lee,13,60,1,8,,4,8,,5,17,1,,,1,4,,1,6,2,2
jung-hoo lee,Jung-Hoo Lee,3,3,1,,,1,,,1,,,,,,,,,,,
junior caminero,Junior Caminero,15,113,10,12,,11,8,4,10,16,1,1,,3,5,,12,4,6,10
jurdrick profar,Jurdrick Profar,1,2,,2,,,,,,,,,,,,,,,,
jurickson profar,Jurickson Profar,6,12,,,,,2,,,5,,,,1,,,2,,1,1
justice bigbie,Justice Bigbie,1,2,,,,,,,,,,2,,,,,,,,
justin crawford,Justin Crawford,2,5,4,,,,,,,,1,,,,,,,,,
justin dean,Justin Dean,1,1,,,,,,,,,,,,,,,,,1,
justin foscue,Justin Foscue,3,11,,,,1,5,,,5,,,,,,,,,,
justin hagenman,Justin Hagenman,2,4,,,,,,,,,,,,,3,,,1,,
justin lamkin,Justin Lamkin,1,3,,,,,,,,,,,3,,,,,,,
justin lawrence,Justin Lawrence,1,1,,,,,,1,,,,,,,,,,,,
justin martinez,Justin Martinez,4,6,,,,2,1,2,,,,,,,,,,,1,
justin morneau,Justin Morneau,4,8,,,,,,2,3,,,,,,,,1,2,,
justin slaten,Justin Slaten,2,3,,,,,2,,,1,,,,,,,,,,
justin steele,Justin Steele,7,14,,,,3,2,4,2,,,,,,1,,1,1,,
justin sterner,Justin Sterner,3,3,,,,,,,,,,,,1,1,,,1,,
justin topa,Justin Topa,1,1,,,,,,,,1,,,,,,,,,,
justin turner,Justin Turner,6,6,,,,1,1,,1,1,,,,,1,,,1,,
justin verlander,Justin Verlander,10,20,1,,,2,1,4,,3,,,,1,1,1,2,4,,
justin wrobleski,Justin Wrobleski,5,12,,1,,,,,,,,,,2,3,,5,1,,
justyn-henry malloy,Justyn-Henry Malloy,5,14,,,,,,,,,,,,5,3,2,3,,,1
justyn-henry malloy detroit tigers,Justyn-Henry Malloy Detroit Tigers,2,2,,,,,,,,,,,,1,,,1,,,
kade anderson,Kade Anderson,1,15,,,,,,,,,,,15,,,,,,,
kade strowd,Kade Strowd,2,3,,,,,,,,,,,,,2,,,1,,
kaeden kent,Kaeden Kent,1,3,,,,,,,,,,,3,,,,,,,
kaelen culpepper,Kaelen Culpepper,2,8,,,6,,,,,,,,2,,,,,,,
kai roberts,Kai Roberts,1,2,,,,,,,,,,2,,,,,,,,
kai-wei teng,Kai-Wei Teng,2,3,,,,,2,,,1,,,,,,,,,,
kalae harrison,Kalae Harrison,1,1,,1,,,,,,,,,,,,,,,,
kale fountain,Kale Fountain,1,2,,,,,,,,,,2,,,,,,,,
kaleb wing,Kaleb Wing,1,2,,,,,,,,,,,2,,,,,,,
kameron misner,Kameron Misner,3,4,,,,,,,,,,,,2,1,,1,,,
kane kepley,Kane Kepley,1,3,,,,,,,,,,,3,,,,,,,
kannon kemp,Kannon Kemp,1,1,,1,,,,,,,,,,,,,,,,
kansas city royals,Kansas City Royals,3,3,,,,,,,1,,,,,,,,1,,,1
kash mayfield,Kash Mayfield,2,5,,,3,,,,,,,,2,,,,,,,
kavares tears,Kavares Tears,1,3,,,3,,,,,,,,,,,,,,,
kayson cunningham,Kayson Cunningham,1,7,,,,,,,,,,,7,,,,,,,
ke'bryan hayes,Ke'Bryan Hayes,10,17,,,,1,,4,3,1,,,,1,2,,1,2,1,1
keaton winn,Keaton Winn,4,6,,,,1,3,1,,1,,,,,,,,,,
keegan akin,Keegan Akin,1,1,,,,,,,,1,,,,,,,,,,
keibert ruiz,Keibert Ruiz,4,4,,,,1,,1,,,,,,,,,,,1,1
keider montero,Keider Montero,3,5,,,,,,,,,,,,1,2,,2,,,
keith hernandez,Keith Hernandez,4,7,,,,,,,2,2,,,,,1,,,,2,
kellon lindsey,Kellon Lindsey,2,7,,,5,,,,,,2,,,,,,,,,
kelvin caceres,Kelvin Caceres,3,3,,,,1,1,,1,,,,,,,,,,,
kelvin hidalgo,Kelvin Hidalgo,1,1,1,,,,,,,,,,,,,,,,,
kelvin sampson,Kelvin Sampson,1,1,,,,,,,,,,,,,,,,,,1
kemp alderman,Kemp Alderman,1,3,3,,,,,,,,,,,,,,,,,
ken griffey,Ken Griffey,1,2,,,,,,,,,,,,,,,,,2,
ken griffey jr.,Ken Griffey Jr.,12,114,,,,2,1,56,5,12,,1,,1,3,4,9,11,,9
ken griffey sr.,Ken Griffey Sr.,1,1,,,,,,,,,,,,1,,,,,,
ken griffeyjr.,Ken GriffeyJr.,1,1,,,,,,,,,,,,,,1,,,,
ken waldichuk,Ken Waldichuk,1,1,,,,,,,1,,,,,,,,,,,
kendall george,Kendall George,1,3,3,,,,,,,,,,,,,,,,,
kendry martínez,Kendry Martínez,1,1,,,,,,,,,,1,,,,,,,,
kendry rojas,Kendry Rojas,1,1,,1,,,,,,,,,,,,,,,,
kenedy corona,Kenedy Corona,2,3,,,,,,,,,,,,,,,,,1,2
kenley jansen,Kenley Jansen,3,4,,,,,,2,,,,,,,,,1,,1,
kenny fenelon,Kenny Fenelon,1,2,,,,,,,,,,2,,,,,,,,
kenny lofton,Kenny Lofton,5,5,,,,,,,1,,,,,,1,,1,1,,1
kenta maeda,Kenta Maeda,1,1,,,,,,,1,,,,,,,,,,,
kerry carpenter,Kerry Carpenter,8,12,,,,1,1,,2,,,,,1,,,2,1,2,2
kerry wood,Kerry Wood,2,2,,,,,,,,1,,,,,,,,,,1
ketel marte,Ketel Marte,14,36,,,,2,1,1,2,4,1,1,,3,1,3,7,3,4,3
kevin alcantara,Kevin Alcantara,2,3,2,1,,,,,,,,,,,,,,,,
kevin alcántara,Kevin Alcántara,8,49,,2,,,,,,,5,2,,12,6,,13,8,1,
kevin alvarez,Kevin Alvarez,1,3,,,,,,,,,,3,,,,,,,,
kevin defrank,Kevin Defrank,1,2,,,,,,,,,,2,,,,,,,,
kevin gausman,Kevin Gausman,3,4,,,,,,2,1,,,,,,,,,,,1
kevin ginkel,Kevin Ginkel,1,1,,,,,,,1,,,,,,,,,,,
kevin kiermaier,Kevin Kiermaier,3,3,,,,,1,,,1,,,,,,,1,,,
kevin mcgonigle,Kevin McGonigle,3,14,,,,,,,,,5,1,8,,,,,,,
kevin negandhi,Kevin Negandhi,1,1,,,,,,,,,,,,,,,,,,1
kevin newman,Kevin Newman,1,1,,,,,,,,1,,,,,,,,,,
kevin parada,Kevin Parada,2,4,2,2,,,,,,,,,,,,,,,,
kevin pillar,Kevin Pillar,3,3,,,,,1,,,1,,,,,,,,1,,
kevin sim,Kevin Sim,1,2,2,,,,,,,,,,,,,,,,,
kevyn castillo,Kevyn Castillo,1,3,,,,,,,,,3,,,,,,,,,
khadim diaw,Khadim Diaw,1,3,,,,,,,,,3,,,,,,,,,
khal stephen,Khal Stephen,1,3,,,3,,,,,,,,,,,,,,,
khristian curtis,Khristian Curtis,1,1,,1,,,,,,,,,,,,,,,,
kiké hernández,Kiké Hernández,2,2,,,,,,,,,,,,1,,,1,,,
kirby puckett,Kirby Puckett,6,12,,,,,,2,3,2,,,,,,,2,1,,2
kirby yates,Kirby Yates,2,4,,,,,,,,3,,,,,,,1,,,
kirk gibson,Kirk Gibson,2,4,,,,,,,,,,,,,,,1,3,,
kodai senga,Kodai Senga,9,14,1,,,2,,3,,1,,,,1,,,2,2,1,1
kodey shojinaga,Kodey Shojinaga,1,3,,,3,,,,,,,,,,,,,,,
kody clemens,Kody Clemens,3,3,,,,,,,,,,,,,,,,1,1,1
kody funderburk,Kody Funderburk,4,5,,,,2,1,,1,1,,,,,,,,,,
kolton ingram,Kolton Ingram,1,2,,,,,2,,,,,,,,,,,,,
konner eaton,Konner Eaton,1,1,,,,,,,,,1,,,,,,,,,
konnor griffin,Konnor Griffin,4,31,,,11,,,,,,8,6,6,,,,,,,
korbyn dickerson,Korbyn Dickerson,1,2,,,,,,,,,,,2,,,,,,,
korey lee,Korey Lee,1,1,,,,,,,,1,,,,,,,,,,
kris bryant,Kris Bryant,12,33,1,1,,3,2,9,2,4,1,,,1,,,6,2,1,
kris bubic,Kris Bubic,5,8,,,,,1,,,1,,,,,1,,,3,,2
kristian campbell,Kristian Campbell,9,53,,,1,,,,,,3,8,,2,17,,1,17,2,2
kumar rocker,Kumar Rocker,7,38,,,,,,,,,8,1,,6,2,,14,6,,1
kurtz,Kurtz,1,1,,,,,,,,,,,,,,,,1,,
kutter crawford,Kutter Crawford,2,2,,,,,,1,,,,,,,,,1,,,
ky bush,Ky Bush,3,3,,,,,,,,,,,,1,1,,,1,,
kyle backhus,Kyle Backhus,2,2,,,,,,,,,,,,,,,,,1,1
kyle bradish,Kyle Bradish,6,8,,,,1,1,3,1,,,,,,,,1,,1,
kyle debarge,Kyle DeBarge,1,5,,,,,,,,,5,,,,,,,,,
kyle farmer,Kyle Farmer,1,1,,,,,,,1,,,,,,,,,,,
kyle finnegan,Kyle Finnegan,1,1,,,,,,1,,,,,,,,,,,,
kyle freeland,Kyle Freeland,4,4,,,,,,1,,,,,,,,,1,,1,1
kyle gibson,Kyle Gibson,2,3,,,,,,2,1,,,,,,,,,,,
kyle harrison,Kyle Harrison,7,24,2,1,,3,2,4,8,4,,,,,,,,,,
kyle hart,Kyle Hart,1,1,,,,,,,,,,,,,,,,1,,
kyle hendricks,Kyle Hendricks,2,2,,,,,,,1,,,,,,,,,1,,
kyle henley,Kyle Henley,1,1,,1,,,,,,,,,,,,,,,,
kyle higashioka,Kyle Higashioka,2,2,,,,,,,1,,,,,,,,,1,,
kyle hurt,Kyle Hurt,3,6,,,,1,2,,3,,,,,,,,,,,
kyle isbel,Kyle Isbel,3,3,,,,,,,1,,,,,,,,1,,1,
kyle karros,Kyle Karros,3,5,,,,,,,,,,1,,,,,,,2,2
kyle leahy,Kyle Leahy,1,1,,,,1,,,,,,,,,,,,,,
kyle leahy rc,Kyle Leahy RC,1,1,,,,,,,,1,,,,,,,,,,
kyle lodise,Kyle Lodise,1,3,,,,,,,,,,,3,,,,,,,
kyle manzardo,Kyle Manzardo,9,29,3,4,,,9,,,5,,,,,1,,3,1,1,2
kyle mccann,Kyle McCann,3,6,,,,,4,,,1,,,,,,,1,,,
kyle muller,Kyle Muller,1,1,,,,,,,,1,,,,,,,,,,
kyle nicolas,Kyle Nicolas,3,3,,,,1,1,,1,,,,,,,,,,,
kyle schwarber,Kyle Schwarber,12,62,1,,,1,,8,9,1,,,,2,3,1,17,8,5,6
kyle seager,Kyle Seager,1,1,,,,,,,,,,,,,,,1,,,
kyle stowers,Kyle Stowers,5,10,,,,,,,,,,,,,3,,1,3,1,2
kyle teel,Kyle Teel,7,35,5,3,3,,,,,,5,4,,,,,,,4,11
kyle tucker,Kyle Tucker,14,78,1,,,3,1,6,12,5,1,1,,2,11,,8,18,1,8
kyren paris,Kyren Paris,6,13,,1,,3,2,,3,1,,,,,,,,3,,
kyson witherspoon,Kyson Witherspoon,1,8,,,,,,,,,,,8,,,,,,,
l.p. langevin,L.P. Langevin,1,2,,,2,,,,,,,,,,,,,,,
lake bachar,Lake Bachar,2,2,,,,,,,,,,,,1,,,,1,,
lamonte wade jr.,LaMonte Wade Jr.,3,3,,,,1,1,,,1,,,,,,,,,,
lance lynn,Lance Lynn,1,1,,,,,,,1,,,,,,,,,,,
lance mccullers jr.,Lance McCullers Jr.,1,1,,,,,,,1,,,,,,,,,,,
landen roupp,Landen Roupp,4,5,,,,,2,,,1,,,,,,,,1,,1
landon harmon,Landon Harmon,1,3,,,,,,,,,,,3,,,,,,,
landon hodge,Landon Hodge,1,3,,,,,,,,,,,3,,,,,,,
landon knack,Landon Knack,3,11,,,,,4,,,5,,,,,,,2,,,
landyn vidourek,Landyn Vidourek,1,3,,,,,,,,,,,3,,,,,,,
lane ramsey,Lane Ramsey,2,2,,,,1,1,,,,,,,,,,,,,
lane ramsey rc,Lane Ramsey RC,1,1,,,,,,,,1,,,,,,,,,,
lane thomas,Lane Thomas,9,9,,1,,1,1,1,1,1,,,,1,,,1,,1,
langford,Langford,1,1,,,,,,,,,,,,,,,1,,,
larry walker,Larry Walker,6,15,,,,,,2,,,,,,,1,2,2,4,,4
lars nootbaar,Lars Nootbaar,7,14,,,,,,3,1,1,,,,1,,,5,,1,2
lauren alaina,Lauren Alaina,1,1,,,,,,,,,,,,,,1,,,,
lawlar,Lawlar,1,1,,,,,,,,,,,,,,,,,,1
lawrence butler,Lawrence Butler,14,39,2,1,,3,3,1,2,3,1,1,,1,,,6,6,2,7
lazaro estrada,Lazaro Estrada,1,2,,,,,,,,,,,,,,,,,,2
lazaro montes,Lazaro Montes,3,13,5,4,,,,,,,4,,,,,,,,,
lee,Lee,4,4,,,,,,,,,,,,1,,,1,1,,1
lefty grove,Lefty Grove,1,1,,,,,,,1,,,,,,,,,,,
leiker figueroa,Leiker Figueroa,1,1,,1,,,,,,,,,,,,,,,,
lenyn sosa,Lenyn Sosa,5,5,,,,,1,,,1,,,,,,,1,,1,1
leo de vries,Leo De Vries,5,41,,13,8,,,,,,9,6,5,,,,,,,
leo jiménez,Leo Jiménez,4,6,,,,,,,,,,,,3,1,,1,1,,
leo rivas,Leo Rivas,2,3,,,,,2,,,1,,,,,,,,,,
leody taveras,Leody Taveras,1,3,,,,,,3,,,,,,,,,,,,
levi jordan,Levi Jordan,3,4,,,,,,,,,,,,1,2,,,1,,
levi sterling,Levi Sterling,1,3,,,3,,,,,,,,,,,,,,,
liam doyle,Liam Doyle,1,10,,,,,,,,,,,10,,,,,,,
liam hendriks,Liam Hendriks,1,1,,,,,,,1,,,,,,,,,,,
liam hicks,Liam Hicks,2,3,,,,,,,,,,,,,2,,,1,,
liberts aponte,Liberts Aponte,1,2,,,,,,,,,,2,,,,,,,,
lindor,Lindor,3,3,,,,,,,,,,,,1,,1,,,,1
liover peguero,Liover Peguero,1,1,,,,,,,1,,,,,,,,,,,
lisbel diaz,Lisbel Diaz,1,2,,2,,,,,,,,,,,,,,,,
logan allen,Logan Allen,3,3,,,,,,1,1,,,,,,,,,1,,
logan davidson,Logan Davidson,2,2,,,,,,,,,,,,,1,,,1,,
logan driscoll,Logan Driscoll,3,5,,,,,,,,,,,,2,2,,1,,,
logan evans,Logan Evans,2,5,,,,,,,,,,,,,3,,,2,,
logan gilbert,Logan Gilbert,8,9,,,,,,,1,2,1,1,,1,,,1,1,,1
logan henderson,Logan Henderson,3,9,,,,,,,,,,1,,,3,,,5,,
logan o'hoppe,Logan O'Hoppe,5,6,,,,1,1,1,2,,,,,,,,1,,,
logan porter,Logan Porter,2,2,,,,1,,,1,,,,,,,,,,,
logan vanwey,Logan VanWey,2,4,,,,,,,,,,,,,3,,,1,,
logan webb,Logan Webb,11,36,,,,2,2,5,2,7,,,,1,1,,3,5,2,6
los angeles angels,Los Angeles Angels,2,2,,,,,,1,,,,1,,,,,,,,
los angeles dodgers,Los Angeles Dodgers,4,9,,,,,,1,,,,4,,,,,,,3,1
lou boudreau,Lou Boudreau,2,2,,,,,,1,1,,,,,,,,,,,
lou brock,Lou Brock,3,3,,,,,,,1,,,,1,,,,,1,,
lou gehrig,Lou Gehrig,5,7,,1,,,,,,2,,,,,,1,1,2,,
lou piniella,Lou Piniella,2,2,,,,,,,,,,,,1,,,,,1,
louie varland,Louie Varland,2,2,,,,,1,,,1,,,,,,,,,,
lourdes gurriel jr.,Lourdes Gurriel Jr.,4,5,,,,1,,2,1,1,,,,,,,,,,
luarbert arias,Luarbert Arias,2,3,,,,,,,,,,,,,2,,,1,,
lucas erceg,Lucas Erceg,2,2,,,,,,,,1,,,,,,,1,,,
lucas giolito,Lucas Giolito,4,4,,,,,1,,,1,,,,,,,1,,,1
lucas ramirez,Lucas Ramirez,1,3,,,,,,,,,3,,,,,,,,,
lucas sims,Lucas Sims,1,1,,,,,,,1,,,,,,,,,,,
luinder avila,Luinder Avila,3,3,,1,,,,,,,,,,,,,,,1,1
luis almeyda,Luis Almeyda,1,1,,,,,,,,,1,,,,,,,,,
luis arraez,Luis Arraez,12,51,1,1,,3,2,7,10,8,,,,2,,,7,4,3,3
luis baez,Luis Baez,3,10,6,2,2,,,,,,,,,,,,,,,
luis campusano,Luis Campusano,1,1,,,,,,1,,,,,,,,,,,,
luis castillo,Luis Castillo,9,23,,,,2,,3,4,3,,,,1,,,6,1,1,2
luis contreras,Luis Contreras,3,3,,,,,,,,,,,,1,1,,,1,,
luis de león,Luis De León,1,1,,1,,,,,,,,,,,,,,,,
luis de los santos,Luis De Los Santos,2,3,,,,,,,,,,,,2,1,,,,,
luis garcia,Luis Garcia,1,1,,,,,,,1,,,,,,,,,,,
luis garcía,Luis García,1,1,,,,,,,1,,,,,,,,,,,
luis garcía jr.,Luis García Jr.,2,2,,,,,,,,,,,,1,,,,,1,
luis gil,Luis Gil,7,15,,,,,2,,,1,,,,1,4,,4,2,1,
luis gonzalez,Luis Gonzalez,3,3,,,,,,,,,,,,1,1,,1,,,
luis guanipa,Luis Guanipa,3,7,2,3,2,,,,,,,,,,,,,,,
luis guerrero,Luis Guerrero,4,5,,1,,,,,,,,,,1,2,,,1,,
luis lara,Luis Lara,1,1,,1,,,,,,,,,,,,,,,,
luis matos,Luis Matos,8,20,2,1,,3,2,5,3,3,,,,,,,,1,,
luis merejo,Luis Merejo,1,3,,,,,,,,,3,,,,,,,,,
luis mey,Luis Mey,2,3,,,,,,,,,,,,,2,,,1,,
luis morales,Luis Morales,3,5,,2,,,,,,,,,,,,,,,1,2
luis pena,Luis Pena,1,3,,,,,,,,,3,,,,,,,,,
luis peralta,Luis Peralta,3,3,,,,,,,,,,,,1,1,,1,,,
luis peña,Luis Peña,2,7,,,,,,,,,,1,6,,,,,,,
luis rengifo,Luis Rengifo,2,2,,,,,,1,,,,,,,,,,,1,
luis robert,Luis Robert,1,1,,,,,,,,,,,,,,,1,,,
luis robert jr,Luis Robert Jr,1,1,,,,,,,,,,,,,,1,,,,
luis robert jr.,Luis Robert Jr.,13,54,1,3,,4,3,13,9,4,1,,,2,,2,7,3,2,
luis severino,Luis Severino,5,7,,,,,,1,1,,,,,1,,,3,,1,
luis suisbel,Luis Suisbel,1,1,,1,,,,,,,,,,,,,,,,
luis torrens,Luis Torrens,1,1,,,,,,,,,,,,,,,,1,,
luis urías,Luis Urías,2,3,,,,,,,2,,,,,,,,,1,,
luis vázquez,Luis Vázquez,2,3,,,,,2,,,1,,,,,,,,,,
luisangel acuña,Luisangel Acuña,10,73,7,4,,,,,,,11,4,,12,5,,17,10,1,2
luke adams,Luke Adams,1,3,3,,,,,,,,,,,,,,,,,
luke dickerson,Luke Dickerson,2,4,,,,,,,,,,2,2,,,,,,,
luke holman,Luke Holman,1,3,,,3,,,,,,,,,,,,,,,
luke keaschall,Luke Keaschall,8,34,2,,2,,,,,,1,1,,,10,,,15,2,1
luke lacourse,Luke Lacourse,1,2,,,,,,,,,,,2,,,,,,,
luke little,Luke Little,3,3,,,,1,1,,1,,,,,,,,,,,
luke maile,Luke Maile,1,1,,,,,,,,1,,,,,,,,,,
luke raley,Luke Raley,4,4,,,,,,1,,1,,,,,,,1,,,1
